"CD_MUNICIPIO";"NOME_MUNICIPIO"
"33953611";"Serviços de Fornecimento de Água"
"33953612";"Serviços de Cópias e Encadernações"
"33953613";"Serviços de Postagens"
"33953614";"Transporte"
"33953615";"Locação de Software"
"33953616";"Locação de Máquinas e Tratores"
"33953617";"Locação de Móveis, Utensílios e Equipamentos de Informática"
"33953699";"Pessoa Física"
"33953700";"Obra"
"33953800";"Arrendamento Mercantil"
"33953900";"Pessoa Jurídica"
"33953901";"Publicidade e Propaganda"
"33953902";"Locação de Veículos"
"33953903";"Locação de Imóvel"
"33953904";"Transporte de Resíduos Sólidos (Hospitalar)"
"33953905";"Transporte de Resíduos Sólidos (Lixo)"
"33953906";"Serviços de Informática"
"33953907";"Serviços Gráficos"
"33953908";"Passagens Aéreas"
"33953909";"Serviços de Telefonia"
"33953910";"Serviços de Energia Elétrica"
"33953911";"Serviços de Fornecimento de Água"
"33953912";"Serviços de Cópias e Encadernações"
"33953913";"Serviços de Postagens"
"33953914";"Transporte"
"33953915";"Locação de Software"
"33953916";"Locação de Máquinas e Tratores"
"33953917";"Locação de Móveis, Utensílios e Equipamentos de Informática"
"33953918";"Contratação de Empresa/Banda/Grupo Musical ou Profissional do Setor Artístico"
"33953919";"Locação, Confecção e Montagem de Cenários, Palcos, Sonorização,Tendas,Cadeiras e despesas correlatas"
"33953920";"Locação de Banheiros Químicos"
"33953921";"Serviços prestados por empresas especializadas em advocacia"
"33953922";"Serviços prestados por empresas especializadas em contabilidade"
"33953923";"Serviços prestados por empresas especializadas em engenharia/arquitetura)"
"33953999";"Pessoa Jurídica"
"33954000";"Serviços de Tecnologia da Informação e Comunicação – Pessoa Jurídica"
"33954100";"Contribuições"
"33954200";"Auxílios"
"33954300";"Subvenções Sociais"
"33954600";"Alimentação"
"33954700";"Obrigações Tributárias e Contributivas"
"33954800";"Outros Auxílios Financeiros a Pessoas Físicas"
"33954900";"Transporte"
"33955900";"Pensões Especiais"
"33956700";"Depósitos Compulsórios"
"33959100";"Sentenças Judiciais"
"33959200";"Despesas de Exercícios Anteriores"
"33959300";"Indenizações e Restituições"
"33959400";"Indenizações e Restituições Trabalhistas"
"33959500";"Indenização pela Execução de Trabalhos de Campo"
"33959600";"Ressarcimento de Despesas de Pessoal Requisitado"
"33959700";"Aporte para Cobertura do Déficit Atuarial do RPPS"
"33959800";"Compensações ao RGPS"
"33960000";"Aplicações Diretas – LC 141 – Artigo 25"
"33960100";"Aposentadorias, Reserva Remunerada e Reformas"
"33960101";"Pagos com Recursos Vinculados (RPPS)"
"33960102";"Pagos com Recursos do Tesouro Municipal"
"33960300";"Pensões do RPPS e do militar"
"33960301";"Pagas com Recursos Vinculado (RPPS)"
"33960302";"Pagas com Recursos do Tesouro Municipal"
"33960400";"Contratação por Tempo Determinado"
"33960500";"Outros Benefícios Previdenciários do Servidor do Militar"
"33960600";"Benefício Mensal ao Deficiente e ao Idoso"
"33960800";"Outros Benefícios Assistenciais do Servidor e do Militar"
"33961000";"Outros Benefícios de Natureza Social"
"33961400";"Diárias – Civil"
"33961500";"Diárias – Militar"
"33961800";"Auxílio Financeiro a Estudantes"
"33961900";"Fardamento"
"33962000";"Auxílio Financeiro a Pesquisadores"
"33962600";"Obrigações decorrentes de Política Monetária"
"33962700";"Encargos pela Honra de Avais, Garantias, Seguros e Similares"
"33962800";"Remuneração de Cotas de Fundos Autárquicos"
"33963000";"Material de Consumo"
"33963001";"Suprimentos de Informática"
"33963002";"Combustíveis e Lubrificantes"
"33963003";"Material de Escritório, Expediente"
"33963004";"Medicamentos"
"33963005";"Material de Processamento de Dados"
"33963006";"Material para Manutenção de Veículos"
"33963007";"Material para Manutenção de Bens Móveis"
"33963008";"Material para Manutenção de Bens Imóveis"
"33963009";"Material para Manutenção de Máquinas e Embarcações"
"33963010";"Material Odontológico, Hospitalar e Ambulatorial"
"33963011";"Gêneros Alimentícios – Merenda Escolar"
"33963012";"Gêneros Alimentícios – Outros"
"33963099";"Material de Consumo – Outros"
"33963100";"Premiações Culturais, Artísticas, Científicas, Desportivas e Outras"
"33963200";"Material, Bem ou Serviço para Distribuição Gratuita"
"33963201";"Medicamentos para Distribuição Gratuita"
"33963202";"Cesta Básica"
"33963204";"Passagens"
"33963205";"Urnas Funerárias"
"33963299";"Outros Materiais para Distribuição Gratuita"
"33963300";"Passagens e Despesas com Locomoção"
"33963301";"Passagens Aéreas"
"33963302";"Passagens Terrestres"
"33963303";"Passagens Marítimas e Fluviais"
"33963399";"Outras Despesas com Locomoção"
"33963400";"Outras Despesas de Pessoal Decorrentes de Contratos de Terceirização – LC 101 – Artigo 18, § 1º"
"33963401";"Outros Despesas de Pessoal – Terceirização – Pessoa Jurídica"
"33963402";"Outros Despesas de Pessoal – Terceirização – Pessoa Física"
"33963500";"Serviços de Consultoria"
"33963501";"Consultoria Contábil"
"33963502";"Consultoria Administrativa"
"33963503";"Consultoria Jurídica"
"33963599";"Outros Serviços de Consultoria"
"33963600";"Pessoa Física"
"33963601";"Locação de Imóvel"
"33963602";"Serviços de Natureza Eventual"
"33963603";"Estagiários e Monitores"
"33963604";"Contratação de Banda/Grupo Musical ou Profissional do Setor Artístico"
"33963605";"Locação, Confecção e Montagem de Cenários, Palcos, Sonorização,Tendas,Cadeiras e despesas correlatas"
"33963606";"Serviços prestados por profissionais técnicos em advocacia"
"33963607";"Serviços prestados por profissionais técnicos em contabilidade"
"33963608";"Serviços prestados por profissionais técnicos em engenharia/arquitetura"
"33963699";"Pessoa Física"
"33963700";"Obra"
"33963800";"Arrendamento Mercantil"
"33963900";"Pessoa Jurídica"
"33963901";"Publicidade e Propaganda"
"33963902";"Locação de Veículos"
"33963903";"Locação de Imóvel"
"33963904";"Transporte de Resíduos Sólidos (Hospitalar)"
"33963905";"Transporte de Resíduos Sólidos (Lixo)"
"33963906";"Serviços de Informática"
"33963907";"Serviços Gráficos"
"33963908";"Passagens Aéreas"
"33963909";"Serviços de Telefonia"
"33963910";"Serviços de Energia Elétrica"
"33963911";"Serviços de Fornecimento de Água"
"33963912";"Serviços de Cópias e Encadernações"
"33963913";"Serviços de Postagens"
"33963914";"Transporte"
"33963915";"Locação de Software"
"33963916";"Locação de Máquinas e Tratores"
"33963917";"Locação de Móveis, Utensílios e Equipamentos de Informática"
"33963918";"Contratação de Empresa/Banda/Grupo Musical ou Profissional do Setor Artístico"
"33963919";"Locação, Confecção e Montagem de Cenários, Palcos, Sonorização,Tendas,Cadeiras e despesas correlatas"
"33963920";"Locação de Banheiros Químicos"
"33963921";"Serviços prestados por empresas especializadas em advocacia"
"33963922";"Serviços prestados por empresas especializadas em contabilidade"
"33963923";"Serviços prestados por empresas especializadas em engenharia/arquitetura)"
"33963999";"Pessoa Jurídica"
"33964000";"Serviços de Tecnologia da Informação e Comunicação – Pessoa Jurídica"
"33964100";"Contribuições"
"33964200";"Auxílios"
"33964300";"Subvenções Sociais"
"33964600";"Alimentação"
"33964700";"Obrigações Tributárias e Contributivas"
"33964800";"Outros Auxílios Financeiros a Pessoas Físicas"
"33964900";"Transporte"
"33965900";"Pensões Especiais"
"33966700";"Depósitos Compulsórios"
"33969100";"Sentenças Judiciais"
"33969200";"Despesas de Exercícios Anteriores"
"33969300";"Indenizações e Restituições"
"33969400";"Indenizações e Restituições Trabalhistas"
"33969500";"Indenização pela Execução de Trabalhos de Campo"
"33969600";"Ressarcimento de Despesas de Pessoal Requisitado"
"33969700";"Aporte para Cobertura do Déficit Atuarial do RPPS"
"33969800";"Compensações ao RGPS"
"40000000";"Despesas de Capital"
"44000000";"Investimentos"
"44200000";"Transferências à União"
"44204100";"Contribuições"
"44204200";"Auxílios"
"44205100";"Obras e Instalações"
"44205200";"Equipamentos e Material Permanente"
"44205201";"Equipamentos de Processamento de Dados"
"44205202";"Bens Móveis – Veículos e Embarcações"
"44205203";"Bens Móveis – Máquinas e Tratores"
"44205204";"Bens Móveis – Móveis e Utensílios"
"44205205";"Bens Móveis – Semoventes"
"44205206";"Equipamentos e Materiais Permanentes – Diversos"
"44209200";"Despesas de Exercícios Anteriores"
"44220000";"Execução Orçamentária Delegada à União"
"44225100";"Obras e Instalações"
"44225101";"Obras e Instalações (Mão de Obra)"
"44225102";"Obras e Instalações (Material)"
"44225200";"Equipamentos e Material Permanente"
"44225201";"Equipamentos de Processamento de Dados"
"44225202";"Bens Móveis – Veículos e Embarcações"
"44225203";"Bens Móveis – Máquinas e Tratores"
"44225204";"Bens Móveis – Móveis e Utensílios"
"44225205";"Bens Móveis – Semoventes"
"44225206";"Equipamentos e Materiais Permanentes – Diversos"
"44229200";"Despesas de Exercícios Anteriores"
"44229300";"Indenizações e Restituições"
"44300000";"Transferências a Estados e ao Distrito Federal"
"44302000";"Auxílio Financeiro a Pesquisadores"
"44304100";"Contribuições"
"44304200";"Auxílios"
"44305100";"Obras e Instalações"
"44305101";"Obras e Instalações (Mão de Obra)"
"44305102";"Obras e Instalações (Material)"
"44305200";"Equipamentos e Material Permanente"
"44305201";"Equipamentos de Processamento de Dados"
"44305202";"Bens Móveis – Veículos e Embarcações"
"44305203";"Bens Móveis – Máquinas e Tratores"
"44305204";"Bens Móveis – Móveis e Utensílios"
"44305205";"Bens Móveis – Semoventes"
"44305206";"Equipamentos e Materiais Permanentes – Diversos"
"44309200";"Despesas de Exercícios Anteriores"
"44309300";"Indenizações e Restituições"
"44310000";"Fundo a Fundo"
"44314200";"Auxílios"
"44320000";"Execução Orçamentária Delegada a Estados e ao Distrito Federal"
"44322000";"Auxílio Financeiro a Pesquisadores"
"44325100";"Obras e Instalações"
"44325101";"Obras e Instalações (Mão de Obra)"
"44325102";"Obras e Instalações (Material)"
"44325200";"Equipamentos e Material Permanente"
"44325201";"Equipamentos de Processamento de Dados"
"44325202";"Bens Móveis – Veículos e Embarcações"
"44325203";"Bens Móveis – Máquinas e Tratores"
"44325204";"Bens Móveis – Móveis e Utensílios"
"44325205";"Bens Móveis – Semoventes"
"44325206";"Equipamentos e Materiais Permanentes – Diversos"
"44329200";"Despesas de Exercícios Anteriores"
"44329300";"Indenizações e Restituições"
"44400000";"Transferências a Municípios"
"44404100";"Contribuições"
"44404200";"Auxílios"
"44405100";"Obras e Instalações"
"44405200";"Equipamentos e Material Permanente"
"44409200";"Despesas de Exercícios Anteriores"
"44410000";"Fundo a Fundo"
"44414200";"Auxílios"
"44420000";"Execução Orçamentária Delegada a Municípios"
"44421400";"Diárias – Civil"
"44425100";"Obras e Instalações"
"44425101";"Obras e Instalações (Mão de Obra)"
"44425102";"Obras e Instalações (Material)"
"44425200";"Equipamentos e Material Permanente"
"44425201";"Equipamentos de Processamento de Dados"
"44425202";"Bens Móveis – Veículos e Embarcações"
"44425203";"Bens Móveis – Máquinas e Tratores"
"44425204";"Bens Móveis – Móveis e Utensílios"
"44425205";"Bens Móveis – Semoventes"
"44425206";"Equipamentos e Materiais Permanentes – Diversos"
"44429200";"Despesas de Exercícios Anteriores"
"44500000";"Transferências a Instituições Privadas sem Fins Lucrativos"
"44501400";"Diárias – Civil"
"44503000";"Material de Consumo"
"44503001";"Suprimentos de Informática"
"44503002";"Combustíveis e Lubrificantes"
"44503003";"Material de Escritório, Expediente"
"44503004";"Medicamentos"
"44503005";"Material de Processamento de Dados"
"44503006";"Material para Manutenção de Veículos"
"44503007";"Material para Manutenção de Bens Móveis"
"44503008";"Material para Manutenção de Bens Imóveis"
"44503009";"Material para Manutenção de Máquinas e Embarcações"
"44503010";"Material Odontológico, Hospitalar e Ambulatorial"
"44503011";"Gêneros Alimentícios – Merenda Escolar"
"44503012";"Gêneros Alimentícios – Outros"
"44503099";"Material de Consumo – Outros"
"44503600";"Pessoa Física"
"44503601";"Locação de Imóvel"
"44503602";"Serviços de Natureza Eventual"
"44503603";"Estagiários e Monitores"
"44503699";"Pessoa Física"
"44503900";"Pessoa Jurídica"
"44503901";"Publicidade e Propaganda"
"44503902";"Locação de Veículos"
"44503903";"Locação de Imóvel"
"44503904";"Transporte de Resíduos Sólidos (Hospitalar)"
"44503905";"Transporte de Resíduos Sólidos (Lixo)"
"44503906";"Serviços de Informática"
"44503907";"Serviços Gráficos"
"44503908";"Passagens Aéreas"
"44503909";"Serviços de Telefonia"
"44503910";"Serviços de Energia Elétrica"
"44503911";"Serviços de Fornecimento de Água"
"44503912";"Serviços de Cópias e Encadernações"
"44503913";"Serviços de Postagens"
"44503914";"Transporte"
"44503915";"Locação de Software"
"44503916";"Locação de Máquinas e Tratores"
"44503917";"Locação de Móveis, Utensílios e Equipamentos de Informática"
"44503999";"Pessoa Jurídica"
"44504000";"Serviços de Tecnologia da Informação e Comunicação – Pessoa Jurídica"
"44504100";"Contribuições"
"44504200";"Auxílios"
"44505100";"Obras e Instalações"
"44505101";"Obras e Instalações (Mão de Obra)"
"44505102";"Obras e Instalações (Material)"
"44505200";"Equipamentos e Material Permanente"
"44505201";"Equipamentos de Processamento de Dados"
"44505202";"Bens Móveis – Veículos e Embarcações"
"44505203";"Bens Móveis – Máquinas e Tratores"
"44505204";"Bens Móveis – Móveis e Utensílios"
"44505205";"Bens Móveis – Semoventes"
"44505206";"Equipamentos e Materiais Permanentes – Diversos"
"44600000";"Transferências a Instituições Privadas com Fins Lucrativos"
"44604100";"Contribuições"
"44604200";"Auxílios"
"44700000";"Transferências a Instituições Multigovernamentais."
"44704100";"Contribuições"
"44704200";"Auxílios"
"44710000";"Transferências a Consórcios Públicos mediante contrato de rateio"
"44714100";"Contribuições"
"44714200";"Auxílios"
"44715100";"Obras e Instalações"
"44715101";"Obras e Instalações (Mão de Obra)"
"44715102";"Obras e Instalações (Material)"
"44715200";"Equipamentos e Material Permanente"
"44715201";"Equipamentos de Processamento de Dados"
"44715202";"Bens Móveis – Veículos e Embarcações"
"44715203";"Bens Móveis – Máquinas e Tratores"
"44715204";"Bens Móveis – Móveis e Utensílios"
"44715205";"Bens Móveis – Semoventes"
"44715206";"Equipamentos e Materiais Permanentes – Diversos"
"44717000";"Rateio pela Participação em Consórcio Público"
"44719200";"Despesas de Exercícios Anteriores"
"44720000";"Execução Orçamentária Delegada a Consórcios Públicos"
"44720400";"Contratação por Tempo Determinado"
"44721400";"Diárias – Civil"
"44721800";"Auxílio Financeiro a Estudantes"
"44722000";"Auxílio Financeiro a Pesquisadores"
"44723000";"Material de Consumo"
"44723300";"Passagens e Despesas com Locomoção"
"44723500";"Serviços de Consultoria"
"44723600";"Pessoa Física"
"44723601";"Locação de Imóvel"
"44723602";"Serviços de Natureza Eventual"
"44723603";"Estagiários e Monitores"
"44723699";"Pessoa Física"
"44723700";"Obra"
"44723900";"Pessoa Jurídica"
"44723901";"Publicidade e Propaganda"
"44723902";"Locação de Veículos"
"44723903";"Locação de Imóvel"
"44723904";"Transporte de Resíduos Sólidos (Hospitalar)"
"44723905";"Transporte de Resíduos Sólidos (Lixo)"
"44723906";"Serviços de Informática"
"44723907";"Serviços Gráficos"
"44723908";"Passagens Aéreas"
"44723909";"Serviços de Telefonia"
"44723910";"Serviços de Energia Elétrica"
"44723911";"Serviços de Fornecimento de Água"
"44723912";"Serviços de Cópias e Encadernações"
"44723913";"Serviços de Postagens"
"44723914";"Transporte"
"44723915";"Locação de Software"
"44723916";"Locação de Máquinas e Tratores"
"44723917";"Locação de Móveis, Utensílios e Equipamentos de Informática"
"44723999";"Pessoa Jurídica"
"44724000";"Serviços de Tecnologia da Informação e Comunicação – Pessoa Jurídica"
"44724100";"Contribuições"
"44724200";"Auxílios"
"44725100";"Obras e Instalações"
"44725200";"Equipamentos e Material Permanente"
"44725201";"Equipamentos de Processamento de Dados"
"44725202";"Bens Móveis – Veículos e Embarcações"
"44725203";"Bens Móveis – Máquinas e Tratores"
"44725204";"Bens Móveis – Móveis e Utensílios"
"44725205";"Bens Móveis – Semoventes"
"44725206";"Equipamentos e Materiais Permanentes – Diversos"
"44726100";"Aquisição de Imóveis"
"44726101";"Terrenos"
"44726102";"Edificações"
"44726500";"Constituição ou Aumento de Capital de Empresas"
"44729100";"Sentenças Judiciais"
"44729200";"Despesas de Exercícios Anteriores"
"44729300";"Indenizações e Restituições"
"44730000";"Transferências a Consórcios Públicos mediante contrato de rateio – LC 141 – Artigo 24"
"44737000";"Rateio pela Participação em Consórcio Público"
"44740000";"Transferências a Consórcios Públicos mediante contrato de rateio – LC 141 – Artigo 25"
"44747000";"Rateio pela Participação em Consórcio Público"
"44750000";"Transferências a Instituições Multigovernamentais – LC 141 – Artigo 24"
"44754100";"Contribuições"
"44754200";"Auxílios"
"44760000";"Transferências a Instituições Multigovernamentais – LC 141 – Artigo 25"
"44764100";"Contribuições"
"44764200";"Auxílios"
"44800000";"Transferências ao Exterior"
"44804100";"Contribuições"
"44804200";"Auxílios"
"44805100";"Obras e Instalações"
"44805101";"Obras e Instalações (Mão de Obra)"
"44805102";"Obras e Instalações (Material)"
"44805200";"Equipamentos e Material Permanente"
"44805201";"Equipamentos de Processamento de Dados"
"44805202";"Bens Móveis – Veículos e Embarcações"
"44805203";"Bens Móveis – Máquinas e Tratores"
"44805204";"Bens Móveis – Móveis e Utensílios"
"44805205";"Bens Móveis – Semoventes"
"44805206";"Equipamentos e Materiais Permanentes – Diversos"
"44900000";"Aplicações Diretas"
"44900400";"Contratação por Tempo Determinado"
"44901400";"Diárias – Civil"
"44901800";"Auxílio Financeiro a Estudantes"
"44902000";"Auxílio Financeiro a Pesquisadores"
"44903000";"Material de Consumo"
"44903001";"Suprimentos de Informática"
"44903002";"Combustíveis e Lubrificantes"
"44903003";"Material de Escritório, Expediente"
"44903004";"Medicamentos"
"44903005";"Material de Processamento de Dados"
"44903006";"Material para Manutenção de Veículos"
"44903007";"Material para Manutenção de Bens Móveis"
"44903008";"Material para Manutenção de Bens Imóveis"
"44903009";"Material para Manutenção de Máquinas e Embarcações"
"44903010";"Material Odontológico, Hospitalar e Ambulatorial"
"44903011";"Gêneros Alimentícios – Merenda Escolar"
"44903012";"Gêneros Alimentícios – Outros"
"44903099";"Material de Consumo – Outros"
"44903300";"Passagens e Despesas com Locomoção"
"44903301";"Passagens Aéreas"
"44903302";"Passagens Terrestres"
"44903303";"Passagens Marítimas e Fluviais"
"44903399";"Outras Despesas com Locomoção"
"44903500";"Serviços de Consultoria"
"44903600";"Pessoa Física"
"44903601";"Locação de Imóvel"
"44903602";"Serviços de Natureza Eventual"
"44903603";"Estagiários e Monitores"
"44903699";"Pessoa Física"
"44903700";"Obra"
"44903900";"Pessoa Jurídica"
"44903901";"Publicidade e Propaganda"
"44903902";"Locação de Veículos"
"44903903";"Locação de Imóvel"
"44903904";"Transporte de Resíduos Sólidos (Hospitalar)"
"44903905";"Transporte de Resíduos Sólidos (Lixo)"
"44903906";"Serviços de Informática"
"44903907";"Serviços Gráficos"
"44903908";"Passagens Aéreas"
"44903909";"Serviços de Telefonia"
"44903910";"Serviços de Energia Elétrica"
"44903911";"Serviços de Fornecimento de Água"
"44903912";"Serviços de Cópias e Encadernações"
"44903913";"Serviços de Postagens"
"44903914";"Transporte"
"44903915";"Locação de Software"
"44903916";"Locação de Máquinas e Tratores"
"44903917";"Locação de Móveis, Utensílios e Equipamentos de Informática"
"44903999";"Pessoa Jurídica"
"44904000";"Serviços de Tecnologia da Informação e Comunicação – Pessoa Jurídica"
"44904200";"Auxílios"
"44904700";"Obrigações Tributárias e Contributivas"
"44905100";"Obras e Instalações"
"44905101";"Obras e Instalações (Mão de Obra)"
"44905102";"Obras e Instalações (Material)"
"44905200";"Equipamentos e Material Permanente"
"44905201";"Equipamentos de Processamento de Dados"
"44905202";"Bens Móveis – Veículos e Embarcações"
"44905203";"Bens Móveis – Máquinas e Tratores"
"44905204";"Bens Móveis – Móveis e Utensílios"
"44905205";"Bens Móveis – Semoventes"
"44905206";"Equipamentos e Materiais Permanentes – Diversos"
"44906100";"Aquisição de Imóveis"
"44906101";"Terrenos"
"44906102";"Edificações"
"44906500";"Constituição ou Aumento de Capital de Empresas"
"44909100";"Sentenças Judiciais"
"44909200";"Despesas de Exercícios Anteriores"
"44909300";"Indenizações e Restituições"
"44910000";"Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos"
"44910400";"Contratação por Tempo Determinado"
"44911400";"Diárias – Civil"
"44912000";"Auxílio Financeiro a Pesquisadores"
"44913000";"Material de Consumo"
"44913001";"Suprimentos de Informática"
"44913002";"Combustíveis e Lubrificantes"
"44913003";"Material de Escritório, Expediente"
"44913004";"Medicamentos"
"44913005";"Material de Processamento de Dados"
"44913006";"Material para Manutenção de Veículos"
"44913007";"Material para Manutenção de Bens Móveis"
"44913008";"Material para Manutenção de Bens Imóveis"
"44913009";"Material para Manutenção de Máquinas e Embarcações"
"44913010";"Material Odontológico, Hospitalar e Ambulatorial"
"44913011";"Gêneros Alimentícios – Merenda Escolar"
"44913012";"Gêneros Alimentícios – Outros"
"44913099";"Material de Consumo – Outros"
"44913300";"Passagens e Despesas com Locomoção"
"44913301";"Passagens Aéreas"
"44913302";"Passagens Terrestres"
"44913303";"Passagens Marítimas e Fluviais"
"44913399";"Outras Despesas com Locomoção"
"44913500";"Serviços de Consultoria"
"44913600";"Pessoa Física"
"44913601";"Locação de Imóvel"
"44913602";"Serviços de Natureza Eventual"
"44913603";"Estagiários e Monitores"
"44913699";"Pessoa Física"
"44913700";"Obra"
"44913900";"Pessoa Jurídica"
"44913901";"Publicidade e Propaganda"
"44913902";"Locação de Veículos"
"44913903";"Locação de Imóvel"
"44913904";"Transporte de Resíduos Sólidos (Hospitalar)"
"44913905";"Transporte de Resíduos Sólidos (Lixo)"
"44913906";"Serviços de Informática"
"44913907";"Serviços Gráficos"
"44913908";"Passagens Aéreas"
"44913909";"Serviços de Telefonia"
"44913910";"Serviços de Energia Elétrica"
"44913911";"Serviços de Fornecimento de Água"
"44913912";"Serviços de Cópias e Encadernações"
"44913913";"Serviços de Postagens"
"44913914";"Transporte"
"44913915";"Locação de Software"
"44913916";"Locação de Máquinas e Tratores"
"44913917";"Locação de Móveis, Utensílios e Equipamentos de Informática"
"44913999";"Pessoa Jurídica"
"44914000";"Serviços de Tecnologia da Informação e Comunicação – Pessoa Jurídica"
"44914200";"Auxílios"
"44914700";"Obrigações Tributárias e Contributivas"
"44915100";"Obras e Instalações"
"44915101";"Obras e Instalações (Mão de Obra)"
"44915102";"Obras e Instalações (Material)"
"44915200";"Equipamentos e Material Permanente"
"44915201";"Equipamentos de Processamento de Dados"
"44915202";"Bens Móveis – Veículos e Embarcações"
"44915203";"Bens Móveis – Máquinas e Tratores"
"44915204";"Bens Móveis – Móveis e Utensílios"
"44915205";"Bens Móveis – Semoventes"
"44915206";"Equipamentos e Materiais Permanentes – Diversos"
"44916100";"Aquisição de Imóveis"
"44916101";"Terrenos"
"44916102";"Edificações"
"44916500";"Constituição ou Aumento de Capital de Empresas"
"44919100";"Sentenças Judiciais"
"44919200";"Despesas de Exercícios Anteriores"
"44919300";"Indenizações e Restituições"
"44920000";"Aplicação Direta de Recursos Recebidos de Outros Entes da Federação Decorrentes de Delegação ou Desc"
"44920400";"Contratação por Tempo Determinado"
"44921400";"Diárias – Civil"
"44921800";"Auxílio Financeiro a Estudantes"
"44922000";"Auxílio Financeiro a Pesquisadores"
"44923000";"Material de Consumo"
"44923001";"Suprimentos de Informática"
"44923002";"Combustíveis e Lubrificantes"
"44923003";"Material de Escritório, Expediente"
"44923004";"Medicamentos"
"44923005";"Material de Processamento de Dados"
"44923006";"Material para Manutenção de Veículos"
"44923007";"Material para Manutenção de Bens Móveis"
"44923008";"Material para Manutenção de Bens Imóveis"
"44923009";"Material para Manutenção de Máquinas e Embarcações"
"44923010";"Material Odontológico, Hospitalar e Ambulatorial"
"44923011";"Gêneros Alimentícios – Merenda Escolar"
"44923012";"Gêneros Alimentícios – Outros"
"44923099";"Material de Consumo – Outros"
"44923300";"Passagens e Despesas com Locomoção"
"44923301";"Passagens Aéreas"
"44923302";"Passagens Terrestres"
"44923303";"Passagens Marítimas e Fluviais"
"44923399";"Outras Despesas com Locomoção"
"44923500";"Serviços de Consultoria"
"44923600";"Pessoa Física"
"44923601";"Locação de Imóvel"
"44923602";"Serviços de Natureza Eventual"
"44923603";"Estagiários e Monitores"
"44923699";"Pessoa Física"
"44923700";"Obra"
"44923900";"Pessoa Jurídica"
"44923901";"Publicidade e Propaganda"
"44923902";"Locação de Veículos"
"44923903";"Locação de Imóvel"
"44923904";"Transporte de Resíduos Sólidos (Hospitalar)"
"44923905";"Transporte de Resíduos Sólidos (Lixo)"
"44923906";"Serviços de Informática"
"44923907";"Serviços Gráficos"
"44923908";"Passagens Aéreas"
"44923909";"Serviços de Telefonia"
"44923910";"Serviços de Energia Elétrica"
"44923911";"Serviços de Fornecimento de Água"
"44923912";"Serviços de Cópias e Encadernações"
"44923913";"Serviços de Postagens"
"44923914";"Transporte"
"44923915";"Locação de Software"
"44923916";"Locação de Máquinas e Tratores"
"44923917";"Locação de Móveis, Utensílios e Equipamentos de Informática"
"44923999";"Pessoa Jurídica"
"44924000";"Serviços de Tecnologia da Informação e Comunicação – Pessoa Jurídica"
"44924200";"Auxílios"
"44924700";"Obrigações Tributárias e Contributivas"
"44925100";"Obras e Instalações"
"44925101";"Obras e Instalações (Mão de Obra)"
"44925102";"Obras e Instalações (Material)"
"44925200";"Equipamentos e Material Permanente"
"44925201";"Equipamentos de Processamento de Dados"
"44925202";"Bens Móveis – Veículos e Embarcações"
"44925203";"Bens Móveis – Máquinas e Tratores"
"44925204";"Bens Móveis – Móveis e Utensílios"
"44925205";"Bens Móveis – Semoventes"
"44925206";"Equipamentos e Materiais Permanentes – Diversos"
"44926100";"Aquisição de Imóveis"
"44926101";"Terrenos"
"44926102";"Edificações"
"44926500";"Constituição ou Aumento de Capital de Empresas"
"44929100";"Sentenças Judiciais"
"44929200";"Despesas de Exercícios Anteriores"
"44929300";"Indenizações e Restituições"
"44930000";"Aplicação Direta Decorrente de Operação de Órgãos, Fundos e Entidades Integrantes dos Orçamentos Fis"
"44930400";"Contratação por Tempo Determinado"
"44931400";"Diárias – Civil"
"44931800";"Auxílio Financeiro a Estudantes"
"44932000";"Auxílio Financeiro a Pesquisadores"
"44933000";"Material de Consumo"
"44933300";"Passagens e Despesas com Locomoção"
"44933500";"Serviços de Consultoria"
"44933600";"Pessoa Física"
"44933601";"Locação de Imóvel"
"44933602";"Serviços de Natureza Eventual"
"44933603";"Estagiários e Monitores"
"44933699";"Pessoa Física"
"44933700";"Obra"
"44933900";"Pessoa Jurídica"
"44933901";"Publicidade e Propaganda"
"44933902";"Locação de Veículos"
"44933903";"Locação de Imóvel"
"44933904";"Transporte de Resíduos Sólidos (Hospitalar)"
"44933905";"Transporte de Resíduos Sólidos (Lixo)"
"44933906";"Serviços de Informática"
"44933907";"Serviços Gráficos"
"44933908";"Passagens Aéreas"
"44933909";"Serviços de Telefonia"
"44933910";"Serviços de Energia Elétrica"
"44933911";"Serviços de Fornecimento de Água"
"44933912";"Serviços de Cópias e Encadernações"
"44933913";"Serviços de Postagens"
"44933914";"Transporte"
"44933915";"Locação de Software"
"44933916";"Locação de Máquinas e Tratores"
"44933917";"Locação de Móveis, Utensílios e Equipamentos de Informática"
"44933999";"Pessoa Jurídica"
"44934000";"Serviços de Tecnologia da Informação e Comunicação – Pessoa Jurídica"
"44934200";"Auxílios"
"44934700";"Obrigações Tributárias e Contributivas"
"44935100";"Obras e Instalações"
"44935101";"Obras e Instalações (Mão de Obra)"
"44935102";"Obras e Instalações (Material)"
"44935200";"Equipamentos e Material Permanente"
"44935201";"Equipamentos de Processamento de Dados"
"44935202";"Bens Móveis – Veículos e Embarcações"
"44935203";"Bens Móveis – Máquinas e Tratores"
"44935204";"Bens Móveis – Móveis e Utensílios"
